"","id","photo","web_name","team_code","status","code","first_name","second_name","squad_number","news","now_cost","news_added","chance_of_playing_this_round","chance_of_playing_next_round","value_form","value_season","cost_change_start","cost_change_event","cost_change_start_fall","cost_change_event_fall","in_dreamteam","dreamteam_count","selected_by_percent","form","transfers_out","transfers_in","transfers_out_event","transfers_in_event","loans_in","loans_out","loaned_in","loaned_out","total_points","event_points","points_per_game","ep_this","ep_next","special","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","element_type","team"
"211",508,"120250.jpg","André Gomes",11,"a",120250,"André Filipe","Tavares Gomes",8,"",55,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.4","0.0",1955,651,1955,651,0,0,0,0,0,0,"0.0","2.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","EVE"
"212",9,"101184.jpg","Chambers",54,"a",101184,"Calum","Chambers",5,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"2.0","1.0",3911,1863,3911,1863,0,0,0,0,1,1,"1.0","1.2","0.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,22,"30.4","0.6","0.0","3.1",0,"DEF","FUL"
"213",178,"122074.jpg","Bettinelli",54,"a",122074,"Marcus","Bettinelli",1,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",697,46,697,46,0,0,0,0,0,0,"0.0","1.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","FUL"
"214",180,"82514.jpg","Ream",54,"d",82514,"Tim","Ream",13,"Knock - 25% chance of playing",45,"2018-08-10T15:01:13Z",25,25,"0.0","0.0",0,0,0,0,FALSE,0,"0.4","0.0",2568,19,2568,19,0,0,0,0,0,0,"0.0","0.3","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","FUL"
"215",181,"72681.jpg","Odoi",54,"s",72681,"Denis","Odoi",4,"Suspended until 25 Aug",45,"2018-08-10T13:31:13Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",1568,18,1568,18,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","FUL"
"216",182,"76357.jpg","Cairney",54,"a",76357,"Tom","Cairney",10,"",50,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"3.0","2.0",9444,687,9444,687,0,0,0,0,2,2,"2.0","1.0","0.0",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,15,"16.8","20.3","8.0","4.5",0,"MID","FUL"
"217",183,"55038.jpg","McDonald",54,"a",55038,"Kevin","McDonald",6,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.4","1.0",883,423,883,423,0,0,0,0,1,1,"1.0","0.8","-0.2",FALSE,90,0,0,0,2,0,0,0,1,0,0,0,16,"17.8","6.3","8.0","3.2",0,"MID","FUL"
"218",184,"184349.jpg","Sessegnon",54,"a",184349,"Ryan","Sessegnon",3,"",65,NA,NA,NA,"0.3","0.3",0,0,0,0,FALSE,0,"9.4","2.0",31154,2187,31154,2187,0,0,0,0,2,2,"2.0","1.7","0.7",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,6,"14.2","18.6","25.0","5.8",0,"MID","FUL"
"219",185,"61916.jpg","Johansen",54,"a",61916,"Stefan","Johansen",8,"",55,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.2","1.0",628,33,628,33,0,0,0,0,1,1,"1.0","1.2","0.2",FALSE,8,0,0,0,0,0,0,0,0,0,0,0,6,"6.8","4.4","0.0","1.1",0,"MID","FUL"
"220",186,"54421.jpg","Ayité",54,"a",54421,"Floyd","Ayité",11,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",586,86,586,86,0,0,0,0,0,0,"0.0","0.8","-0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","FUL"
"221",187,"92259.jpg","Kebano",54,"a",92259,"Neeskens","Kebano",7,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",301,55,301,55,0,0,0,0,0,0,"0.0","0.8","-0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","FUL"
"222",188,"58476.jpg","Fonte",54,"a",58476,"Rui Pedro","da Rocha Fonte",17,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.4","0.0",1253,214,1253,214,0,0,0,0,0,0,"0.0","0.8","-0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","FUL"
"223",189,"197030.jpg","Kamara",54,"a",197030,"Aboubakar","Kamara",47,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"10.9","1.0",14777,14878,14777,14878,0,0,0,0,1,1,"1.0","0.6","-0.4",FALSE,29,0,0,0,1,0,0,0,0,0,0,0,2,"6.2","25.6","22.0","5.4",0,"FWD","FUL"
"224",455,"61739.jpg","Le Marchand",54,"a",61739,"Maxime","Le Marchand",20,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.3","1.0",740,155,740,155,0,0,0,0,1,1,"1.0","1.2","0.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,20,"23.4","1.1","2.0","2.7",0,"DEF","FUL"
"225",456,"170271.jpg","Seri",54,"a",170271,"Jean Michael","Seri",24,"",55,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"1.9","2.0",6812,955,6812,955,0,0,0,0,2,2,"2.0","1.2","0.2",FALSE,81,0,0,0,2,0,0,0,0,0,0,0,26,"27.0","23.1","8.0","5.8",0,"MID","FUL"
"226",460,"87107.jpg","Christie",54,"a",87107,"Cyrus","Christie",22,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.3","1.0",512,225,512,225,0,0,0,0,1,1,"1.0","1.2","0.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,12,"17.8","19.3","9.0","4.6",0,"DEF","FUL"
"227",474,"40559.jpg","Fabri",54,"a",40559,"Fabricio","Agosto Ramírez",31,"",45,NA,NA,NA,"0.7","0.7",0,0,0,0,FALSE,0,"0.3","3.0",298,285,298,285,0,0,0,0,3,3,"3.0","1.5","0.5",FALSE,90,0,0,0,2,0,0,0,0,0,7,0,20,"49.8","0.0","0.0","5.0",0,"GKP","FUL"
"228",478,"66842.jpg","Schürrle",54,"a",66842,"André","Schürrle",14,"",60,NA,NA,NA,"0.3","0.3",0,0,0,0,FALSE,0,"6.3","2.0",24702,2738,24702,2738,0,0,0,0,2,2,"2.0","1.5","0.5",FALSE,60,0,0,0,1,0,0,0,0,0,0,0,8,"3.6","22.2","4.0","3.0",0,"MID","FUL"
"229",480,"128389.jpg","Mitrovic",54,"a",128389,"Aleksandar","Mitrovic",9,"",65,NA,NA,NA,"0.3","0.3",0,0,0,0,FALSE,0,"6.2","2.0",10837,3830,10837,3830,0,0,0,0,2,2,"2.0","1.5","0.5",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,3,"7.2","4.2","66.0","7.7",0,"FWD","FUL"
"230",487,"149266.jpg","Mawson",54,"i",149266,"Alfie","Mawson",26,"Knee injury - Expected back 01 Sep",50,"2018-08-05T18:01:12Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",1468,45,1468,45,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","FUL"
"231",509,"94248.jpg","Rico",54,"a",94248,"Sergio","Rico",25,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",631,212,631,212,0,0,0,0,0,0,"0.0","1.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","FUL"
"232",510,"101105.jpg","Bryan",54,"d",101105,"Joe","Bryan",23,"Ankle injury - 75% chance of playing",50,"2018-08-11T18:01:12Z",NA,75,"0.4","0.4",0,0,0,0,FALSE,0,"0.2","2.0",667,202,667,202,0,0,0,0,2,2,"2.0","1.6","0.5",FALSE,70,0,0,0,1,0,0,0,0,0,0,0,17,"22.0","23.4","2.0","4.7",0,"DEF","FUL"
"233",511,"201084.jpg","Fosu-Mensah",54,"a",201084,"Timothy","Fosu-Mensah",21,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.9","0.0",2658,883,2658,883,0,0,0,0,0,0,"0.0","1.2","0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","FUL"
"234",512,"203325.jpg","Zambo Anguissa",54,"a",203325,"André-Frank","Zambo Anguissa",29,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",435,161,435,161,0,0,0,0,0,0,"0.0","0.8","-0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","FUL"
"235",513,"108093.jpg","Vietto",54,"a",108093,"Luciano","Vietto",19,"",55,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.5","1.0",1770,1040,1770,1040,0,0,0,0,1,1,"1.0","1.0","0.0",FALSE,19,0,0,0,1,0,0,0,0,0,0,0,6,"7.4","24.6","4.0","3.6",0,"FWD","FUL"
"236",521,"109999.jpg","Cissé",54,"a",109999,"Ibrahima","Cissé",44,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",110,320,110,320,0,0,0,0,0,0,"0.0","0.8","-0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","FUL"
"237",190,"38038.jpg","Hamer",38,"a",38038,"Ben","Hamer",12,"",40,NA,NA,NA,"0.3","0.3",0,0,0,0,FALSE,0,"3.2","1.0",1974,17339,1974,17339,0,0,0,0,1,1,"1.0","0.2","-0.3",FALSE,90,0,0,0,3,0,0,0,0,0,1,0,11,"13.2","0.0","0.0","1.3",0,"GKP","HUD"
"238",191,"57513.jpg","Lössl",38,"a",57513,"Jonas","Lössl",1,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"2.0","0.0",3437,137,3437,137,0,0,0,0,0,0,"0.0","1.0","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","HUD"
"239",192,"85368.jpg","Schindler",38,"a",85368,"Christopher","Schindler",26,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"3.3","0.0",7101,181,7101,181,0,0,0,0,0,0,"0.0","0.7","0.2",FALSE,90,0,0,0,3,0,0,0,1,0,0,0,6,"20.2","0.2","0.0","2.0",0,"DEF","HUD"
"240",193,"54284.jpg","Löwe",38,"a",54284,"Chris","Löwe",15,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.2","1.0",288,109,288,109,0,0,0,0,1,1,"1.0","0.7","0.2",FALSE,70,0,0,0,2,0,0,0,0,0,0,0,9,"7.6","15.8","0.0","2.3",0,"DEF","HUD"
"241",194,"104545.jpg","Smith",38,"a",104545,"Tommy","Smith",2,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",240,29,240,29,0,0,0,0,0,0,"0.0","0.7","0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","HUD"
"242",195,"48760.jpg","Zanka",38,"a",48760,"Mathias","Jorgensen",25,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"9.6","1.0",18549,935,18549,935,0,0,0,0,1,1,"1.0","0.7","0.2",FALSE,90,0,0,0,3,0,0,0,0,0,0,0,23,"21.0","11.8","2.0","3.5",0,"DEF","HUD"
"243",196,"79733.jpg","Malone",38,"u",79733,"Scott","Malone",3,"Transferred to Derby County",40,"2018-08-09T06:50:04Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"4.5","0.0",28292,81,28292,81,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","HUD"
"244",197,"172246.jpg","Hadergjonaj",38,"a",172246,"Florent","Hadergjonaj",33,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.1","1.0",157,47,157,47,0,0,0,0,1,1,"1.0","0.7","0.2",FALSE,90,0,0,0,3,0,0,0,0,0,0,0,12,"11.4","19.0","0.0","3.0",0,"DEF","HUD"
"245",198,"109434.jpg","Kongolo",38,"a",109434,"Terence","Kongolo",5,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",569,187,569,187,0,0,0,0,0,0,"0.0","0.7","0.2",FALSE,90,0,0,0,3,0,0,0,1,0,0,0,7,"15.2","4.3","0.0","2.0",0,"DEF","HUD"
"246",199,"74471.jpg","Mooy",38,"a",74471,"Aaron","Mooy",10,"",55,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"3.9","2.0",9907,654,9907,654,0,0,0,0,2,2,"2.0","0.7","0.2",FALSE,90,0,0,0,3,0,0,0,0,0,0,0,24,"20.2","18.2","0.0","3.8",0,"MID","HUD"
"247",200,"51344.jpg","van La Parra",38,"a",51344,"Rajiv","van La Parra",17,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",292,24,292,24,0,0,0,0,0,0,"0.0","0.5","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","HUD"
"248",201,"79619.jpg","Hogg",38,"a",79619,"Jonathan","Hogg",6,"",45,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.3","2.0",688,1010,688,1010,0,0,0,0,2,2,"2.0","0.3","-0.2",FALSE,90,0,0,0,3,0,0,0,0,0,0,0,18,"8.4","3.5","0.0","1.2",0,"MID","HUD"
"249",202,"168991.jpg","Billing",38,"a",168991,"Philip","Billing",8,"",45,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.2","2.0",384,772,384,772,0,0,0,0,2,2,"2.0","0.3","-0.2",FALSE,90,0,0,0,3,0,0,0,0,0,0,0,16,"20.8","2.4","22.0","4.5",0,"MID","HUD"
"250",203,"86176.jpg","Ince",38,"u",86176,"Tom","Ince",11,"Transferred to Stoke",50,"2018-07-24T14:34:21Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",156,4,156,4,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","HUD"
"251",204,"80755.jpg","Williams",38,"i",80755,"Danny","Williams",19,"Ankle injury - Unknown return date",45,"2018-07-05T14:31:07Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",53,16,53,16,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","HUD"
"252",205,"246878.jpg","Sabiri",38,"a",246878,"Abdelhamid","Sabiri",29,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",189,48,189,48,0,0,0,0,0,0,"0.0","0.3","-0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","HUD"
"253",206,"106450.jpg","Pritchard",38,"a",106450,"Alex","Pritchard",21,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.1","1.0",209,69,209,69,0,0,0,0,1,1,"1.0","0.5","0.0",FALSE,45,0,0,0,2,0,0,0,0,0,0,0,2,"7.0","4.8","11.0","2.3",0,"MID","HUD"
"254",207,"205102.jpg","Sobhi",38,"a",205102,"Ramadan","Sobhi",14,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",2263,188,2263,188,0,0,0,0,0,0,"0.0","0.5","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","HUD"
"255",208,"204380.jpg","Bacuna",38,"a",204380,"Juninho","Bacuna",7,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",328,47,328,47,0,0,0,0,0,0,"0.0","0.3","-0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","HUD"
"256",209,"84112.jpg","Quaner",38,"a",84112,"Collin","Quaner",23,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"5.8","0.0",9934,2210,9934,2210,0,0,0,0,0,0,"0.0","0.1","-0.4",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","HUD"
"257",210,"147303.jpg","Depoitre",38,"a",147303,"Laurent","Depoitre",20,"",55,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"1.3","1.0",3174,228,3174,228,0,0,0,0,1,1,"1.0","0.5","0.0",FALSE,45,0,0,0,1,0,0,0,0,0,0,0,0,"0.0","10.8","8.0","1.8",0,"FWD","HUD"
"258",211,"169141.jpg","Mounie",38,"a",169141,"Steve","Mounie",24,"",60,NA,NA,NA,"0.3","0.3",0,0,0,0,FALSE,0,"0.3","2.0",562,284,562,284,0,0,0,0,2,2,"2.0","0.8","0.3",FALSE,90,0,0,0,3,0,0,0,0,0,0,0,2,"1.0","2.8","11.0","1.5",0,"FWD","HUD"
"259",212,"87428.jpg","Kachunga",38,"a",87428,"Elias","Kachunga",9,"",50,"2018-07-05T14:31:07Z",100,100,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",322,109,322,109,0,0,0,0,0,0,"0.0","0.3","-0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"FWD","HUD"
"260",461,"118884.jpg","Durm",38,"d",118884,"Erik","Durm",37,"Lack of match fitness - 75% chance of playing",45,"2018-08-10T15:31:14Z",0,75,"0.0","0.0",0,0,0,0,FALSE,0,"0.2","0.0",1176,20,1176,20,0,0,0,0,0,0,"0.0","0.0","0.1",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","HUD"
"261",471,"233497.jpg","Diakhaby",38,"a",233497,"Adama","Diakhaby",11,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.1","1.0",234,15,234,15,0,0,0,0,1,1,"1.0","0.5","0.0",FALSE,19,0,0,0,1,0,0,0,0,0,0,0,2,"4.2","0.3","0.0","0.5",0,"MID","HUD"
"262",514,"204454.jpg","Mbenza",38,"d",204454,"Isaac","Mbenza",18,"Lack of match fitness - 50% chance of playing",60,"2018-08-10T15:31:14Z",50,50,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",90,8,90,8,0,0,0,0,0,0,"0.0","0.5","0.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","HUD"
"263",522,"192301.jpg","Stankovic",38,"a",192301,"Jon Gorenc","Stankovic",27,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",75,464,75,464,0,0,0,0,0,0,"0.0","0.2","-0.3",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","HUD"
"264",213,"17745.jpg","Schmeichel",13,"a",17745,"Kasper","Schmeichel",1,"",50,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"5.4","2.0",4212,4996,4212,4996,0,0,0,0,2,2,"2.0","2.1","3.1",FALSE,90,0,0,0,2,0,0,0,0,0,4,0,16,"25.6","0.0","4.0","3.0",0,"GKP","LEI"
"265",214,"11974.jpg","Jakupovic",13,"a",11974,"Eldin","Jakupovic",17,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",220,38,220,38,0,0,0,0,0,0,"0.0","1.5","2.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"GKP","LEI"
"266",215,"15033.jpg","Morgan",13,"a",15033,"Wes","Morgan",5,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"1.6","1.0",2518,4521,2518,4521,0,0,0,0,1,1,"1.0","1.2","2.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,16,"18.6","1.0","0.0","2.0",0,"DEF","LEI"
"267",216,"37402.jpg","Fuchs",13,"a",37402,"Christian","Fuchs",28,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.9","0.0",3086,293,3086,293,0,0,0,0,0,0,"0.0","1.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","LEI"
"268",217,"40725.jpg","Simpson",13,"a",40725,"Danny","Simpson",2,"",45,"2018-07-23T19:01:08Z",100,100,"0.0","0.0",0,0,0,0,FALSE,0,"0.4","0.0",1447,185,1447,185,0,0,0,0,0,0,"0.0","1.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","LEI"
"269",218,"41321.jpg","Benalouane",13,"a",41321,"Yohan","Benalouane",29,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"1.2","0.0",2147,938,2147,938,0,0,0,0,0,0,"0.0","0.7","1.7",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","LEI"
"270",219,"172850.jpg","Chilwell",13,"a",172850,"Benjamin","Chilwell",3,"",50,"2018-07-05T14:31:07Z",100,100,"0.2","0.2",0,0,0,0,FALSE,0,"0.5","1.0",826,2449,826,2449,0,0,0,0,1,1,"1.0","1.6","2.6",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,12,"13.4","40.3","2.0","5.6",0,"DEF","LEI"
"271",220,"95658.jpg","Maguire",13,"a",95658,"Harry","Maguire",15,"",55,"2018-08-10T19:31:12Z",75,100,"0.2","0.2",0,0,0,0,FALSE,0,"16.6","1.0",16499,7722,16499,7722,0,0,0,0,1,1,"1.0","1.6","3.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,14,"10.6","1.6","2.0","1.4",0,"DEF","LEI"
"272",221,"111931.jpg","Pereira",13,"a",111931,"Ricardo Domingos","Barbosa Pereira",14,"",50,NA,NA,NA,"0.8","0.8",0,0,0,0,FALSE,0,"1.6","4.0",1553,6156,1553,6156,0,0,0,0,4,4,"4.0","1.6","2.6",FALSE,90,0,1,0,2,0,0,0,0,0,0,0,23,"17.6","24.3","16.0","5.8",0,"DEF","LEI"
"273",222,"37642.jpg","Evans",13,"a",37642,"Jonny","Evans",6,"",50,"2018-08-10T19:31:12Z",75,100,"0.0","0.0",0,0,0,0,FALSE,0,"0.4","0.0",789,223,789,223,0,0,0,0,0,0,"0.0","1.2","2.6",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"DEF","LEI"
"274",224,"51938.jpg","Albrighton",13,"a",51938,"Marc","Albrighton",11,"",55,"2018-07-23T19:01:08Z",100,100,"0.0","0.0",0,0,0,0,FALSE,0,"1.1","0.0",5636,139,5636,139,0,0,0,0,0,0,"0.0","1.2","2.2",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","LEI"
"275",225,"172632.jpg","Gray",13,"a",172632,"Demarai","Gray",7,"",55,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"1.2","2.0",2174,4603,2174,4603,0,0,0,0,2,2,"2.0","1.2","2.2",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,15,"14.4","8.2","38.0","6.1",0,"MID","LEI"
"276",226,"155569.jpg","Amartey",13,"a",155569,"Daniel","Amartey",18,"",45,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.3","1.0",817,1191,817,1191,0,0,0,0,1,1,"1.0","0.8","1.8",FALSE,62,0,0,0,1,0,0,0,1,0,0,0,6,"0.8","13.1","0.0","1.4",0,"MID","LEI"
"277",227,"203341.jpg","Ndidi",13,"a",203341,"Wilfred","Ndidi",25,"",50,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.8","2.0",1942,1276,1942,1276,0,0,0,0,2,2,"2.0","1.0","2.0",FALSE,90,0,0,0,2,0,0,0,0,0,0,0,13,"19.2","15.3","15.0","5.0",0,"MID","LEI"
"278",228,"54513.jpg","Iborra",13,"a",54513,"Vicente","Iborra",21,"",50,NA,NA,NA,"0.2","0.2",0,0,0,0,FALSE,0,"0.1","1.0",308,61,308,61,0,0,0,0,1,1,"1.0","1.0","2.0",FALSE,10,0,0,0,1,0,0,0,0,0,0,0,5,"3.4","1.5","0.0","0.5",0,"MID","LEI"
"279",229,"61604.jpg","James",13,"d",61604,"Matty","James",22,"Achilles injury - 25% chance of playing",45,"2018-07-05T14:31:07Z",25,25,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",154,76,154,76,0,0,0,0,0,0,"0.0","0.2","0.4",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","LEI"
"280",230,"197469.jpg","Choudhury",13,"a",197469,"Hamza","Choudhury",38,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",247,49,247,49,0,0,0,0,0,0,"0.0","0.8","1.8",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","LEI"
"281",231,"46483.jpg","Silva",13,"a",46483,"Adrien Sebastian","Perruchet Silva",23,"",50,NA,NA,NA,"0.4","0.4",0,0,0,0,FALSE,0,"0.3","2.0",666,786,666,786,0,0,0,0,2,2,"2.0","1.0","2.0",FALSE,79,0,0,0,1,0,0,0,0,0,0,0,13,"10.8","6.2","0.0","1.7",0,"MID","LEI"
"282",232,"210207.jpg","Diabaté",13,"a",210207,"Fousseni","Diabaté",27,"",50,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",340,23,340,23,0,0,0,0,0,0,"0.0","1.0","2.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"MID","LEI"
"283",233,"172780.jpg","Maddison",13,"a",172780,"James","Maddison",10,"",65,"2018-08-05T11:01:11Z",100,100,"0.3","0.3",0,0,0,0,FALSE,0,"0.9","2.0",1588,6958,1588,6958,0,0,0,0,2,2,"2.0","1.7","2.7",FALSE,62,0,0,0,1,0,0,0,0,0,0,0,10,"8.2","13.8","29.0","5.1",0,"MID","LEI"
"284",234,"101668.jpg","Vardy",13,"a",101668,"Jamie","Vardy",9,"",90,"2018-08-10T19:31:12Z",75,100,"0.7","0.7",0,0,0,0,FALSE,0,"6.6","6.0",6245,33941,6245,33941,0,0,0,0,6,6,"6.0","2.2","3.9",FALSE,27,1,0,0,1,0,0,0,0,0,0,1,25,"35.0","14.5","41.0","9.1",0,"FWD","LEI"
